treatment,beta,se,CI_low,CI_high,label,sample,category,subcategory
stimulus,39.191719752085895,0.9400556718815967,37.34914097861481,41.03429852555698,"fin. and empl.: tax, real estate",perch_All,fin. and empl.,"tax, real estate"
lockdown,-32.03801616612622,0.9767535738835734,-33.952587054177066,-30.123445278075373,"fin. and empl.: tax, real estate",perch_Republican,fin. and empl.,"tax, real estate"
stimulus,44.8081826053813,1.3746574429385792,42.113665593451394,47.5026996173112,"fin. and empl.: tax, real estate",perch_Republican,fin. and empl.,"tax, real estate"
lockdown,-37.592110714724036,0.9297760898553017,-39.41471985182645,-35.769501577621625,"fin. and empl.: tax, real estate",perch_Democrat,fin. and empl.,"tax, real estate"
stimulus,32.101676394263166,1.2236336043758296,29.703028147513756,34.500324641012575,"fin. and empl.: tax, real estate",perch_Democrat,fin. and empl.,"tax, real estate"
lockdown,-95.52213736814787,1.7604117046440886,-98.97267375033442,-92.07160098596131,entertainment,diff_All,entertainment,
stimulus,201.84589386716573,2.9387717749705313,196.0856851036544,207.60610263067704,entertainment,diff_All,entertainment,
lockdown,-63.42296261302961,1.7143328205008646,-66.78328786024962,-60.062637365809614,entertainment,diff_Republican,entertainment,
stimulus,149.2064561502568,2.795416886873611,143.72705925069673,154.68585304981687,entertainment,diff_Republican,entertainment,
lockdown,-140.87291956135402,3.4157934780971817,-147.568783772387,-134.17705535032104,entertainment,diff_Democrat,entertainment,
stimulus,271.1930874765864,5.635619959693466,260.14577263244786,282.24040232072497,entertainment,diff_Democrat,entertainment,
lockdown,-27.569433453389873,0.7234561404085708,-28.987460683503485,-26.15140622327626,entertainment,perch_All,entertainment,
stimulus,64.36869594255958,1.060291132260902,62.290447361318925,66.44694452380024,entertainment,perch_All,entertainment,
lockdown,-24.588569493328176,1.0089649043777125,-26.56627778963716,-22.610861197019194,entertainment,perch_Republican,entertainment,
stimulus,69.8178862654984,1.5057014858970932,66.86650677994528,72.76926575105152,entertainment,perch_Republican,entertainment,
lockdown,-31.780897244332465,1.005304865699611,-33.7515623078319,-29.81023218083303,entertainment,perch_Democrat,entertainment,
stimulus,57.189932780772736,1.4435652008886728,54.36016083264324,60.019704728902234,entertainment,perch_Democrat,entertainment,
lockdown,-99.40138451024535,1.8534160350350009,-103.03425927516776,-95.76850974532294,entertainment: outdoor recreation,diff_All,entertainment,outdoor recreation
stimulus,15.57766884847539,1.2440162221906435,13.139276682161174,18.016061014789607,entertainment: outdoor recreation,diff_All,entertainment,outdoor recreation
lockdown,-60.8507103927579,1.722276504432827,-64.2266885906903,-57.4747321948255,entertainment: outdoor recreation,diff_Republican,entertainment,outdoor recreation
stimulus,18.7351582879485,1.4820966117692258,15.829976782142541,21.64033979375446,entertainment: outdoor recreation,diff_Republican,entertainment,outdoor recreation
lockdown,-141.79222077849457,3.275202062221495,-148.2125987884071,-135.37184276858204,entertainment: outdoor recreation,diff_Democrat,entertainment,outdoor recreation
stimulus,12.367001050975162,2.0035998011967577,8.439344723248158,16.294657378702166,entertainment: outdoor recreation,diff_Democrat,entertainment,outdoor recreation
lockdown,-78.95998627703892,1.0375284053236133,-80.99364234256399,-76.92633021151386,entertainment: outdoor recreation,perch_All,entertainment,outdoor recreation
stimulus,14.781431682535683,1.368481650188609,12.099075234089561,17.463788130981804,entertainment: outdoor recreation,perch_All,entertainment,outdoor recreation
lockdown,-71.93911102844572,1.5620156840263804,-75.00094859083998,-68.87727346605146,entertainment: outdoor recreation,perch_Republican,entertainment,outdoor recreation
stimulus,21.47054135520387,2.159915266163244,17.236710823822513,25.70437188658523,entertainment: outdoor recreation,perch_Republican,entertainment,outdoor recreation
lockdown,-86.68023449412283,1.3315936648320794,-89.29055731433621,-84.06991167390944,entertainment: outdoor recreation,perch_Democrat,entertainment,outdoor recreation
stimulus,7.979664192359424,1.6646522646989015,4.716446659095323,11.242881725623526,entertainment: outdoor recreation,perch_Democrat,entertainment,outdoor recreation
lockdown,30.751330944192226,0.6729536636959831,29.43227104132604,32.07039084705841,entertainment: indoor digital,diff_All,entertainment,indoor digital
stimulus,25.138264403984728,0.9593005911147409,23.25793443061685,27.018594377352606,entertainment: indoor digital,diff_All,entertainment,indoor digital
lockdown,23.016050089319332,0.7089752705904211,21.62631868065795,24.405781497980715,entertainment: indoor digital,diff_Republican,entertainment,indoor digital
stimulus,22.429694422774027,1.033867263240707,20.403110608481242,24.45627823706681,entertainment: indoor digital,diff_Republican,entertainment,indoor digital
lockdown,39.3048426593653,1.1665780728231283,37.01797498200214,41.59171033672846,entertainment: indoor digital,diff_Democrat,entertainment,indoor digital
stimulus,27.912688308971436,1.6270110423212971,24.723224140153956,31.102152477788916,entertainment: indoor digital,diff_Democrat,entertainment,indoor digital
lockdown,82.37647785747106,2.059616509925579,78.33941304887324,86.41354266606888,entertainment: indoor digital,perch_All,entertainment,indoor digital
stimulus,45.18668777535678,3.162238113863272,38.98836874637141,51.385006804342154,entertainment: indoor digital,perch_All,entertainment,indoor digital
lockdown,74.42088161371306,2.866794083340303,68.80139960207002,80.04036362535611,entertainment: indoor digital,perch_Republican,entertainment,indoor digital
stimulus,54.16567510393486,4.454089831937042,45.43478025722561,62.89656995064411,entertainment: indoor digital,perch_Republican,entertainment,indoor digital
lockdown,91.1736097197617,2.957951176096265,85.37507544810092,96.97214399142248,entertainment: indoor digital,perch_Democrat,entertainment,indoor digital
stimulus,35.98939279690353,4.486477872852144,27.194455302663343,44.78433029114372,entertainment: indoor digital,perch_Democrat,entertainment,indoor digital
lockdown,-57.012572394200305,1.2835093516723104,-59.52836515911759,-54.49677962928302,entertainment: indoor non-digital,diff_All,entertainment,indoor non-digital
stimulus,165.65587230835644,2.458623807331367,160.8367504390233,170.47499417768958,entertainment: indoor non-digital,diff_All,entertainment,indoor non-digital
lockdown,-46.999765816151495,1.404878692705343,-49.75356373099299,-44.24596790131,entertainment: indoor non-digital,diff_Republican,entertainment,indoor non-digital
stimulus,126.0455567583528,2.5662140579584287,121.01534670638426,131.07576681032134,entertainment: indoor non-digital,diff_Republican,entertainment,indoor non-digital
lockdown,-67.70226608464661,2.181159706611916,-71.97796860514401,-63.42656356414921,entertainment: indoor non-digital,diff_Democrat,entertainment,indoor non-digital
stimulus,205.318799909762,4.131624910023485,197.21962267483227,213.41797714469172,entertainment: indoor non-digital,diff_Democrat,entertainment,indoor non-digital
lockdown,-37.51693287376938,1.296707086833777,-40.05859437629208,-34.97527137124668,entertainment: indoor non-digital,perch_All,entertainment,indoor non-digital
stimulus,123.06846528781195,1.9445282821419891,119.2570164837842,126.8799140918397,entertainment: indoor non-digital,perch_All,entertainment,indoor non-digital
lockdown,-39.620635354245564,1.8431033770938159,-43.23342716540502,-36.00784354308611,entertainment: indoor non-digital,perch_Republican,entertainment,indoor non-digital
stimulus,125.56597740384984,2.790408962266119,120.09630772934854,131.03564707835113,entertainment: indoor non-digital,perch_Republican,entertainment,indoor non-digital
lockdown,-35.271015612026794,1.820572328850955,-38.83986280447168,-31.70216841958191,entertainment: indoor non-digital,perch_Democrat,entertainment,indoor non-digital
stimulus,120.56763587339003,2.708113216234891,115.25895239214505,125.87631935463502,entertainment: indoor non-digital,perch_Democrat,entertainment,indoor non-digital
lockdown,-20.541658469306043,1.276444271429548,-23.043588425592535,-18.03972851301955,health,diff_All,health,
stimulus,87.36286496474827,1.8401275762463585,83.75607193081225,90.96965799868428,health,diff_All,health,
lockdown,-12.82237310928604,1.459085254459319,-15.682391524541204,-9.962354694030877,health,diff_Republican,health,
stimulus,77.38391176418186,2.102450809134714,73.26280368436537,81.50501984399835,health,diff_Republican,health,
lockdown,-29.787527768382045,2.1894386022922556,-34.07941955696005,-25.495635979804042,health,diff_Democrat,health,
stimulus,98.42764334507635,3.1006975112338124,92.3494376473254,104.5058490428273,health,diff_Democrat,health,
lockdown,-10.81261560364705,0.6458646671016923,-12.078560537160676,-9.546670670133423,health,perch_All,health,
stimulus,33.765810580302045,0.8979914838690342,32.00567749476914,35.52594366583495,health,perch_All,health,
lockdown,-8.077372419849143,0.9358341236275772,-9.911742837217837,-6.2430020024804485,health,perch_Republican,health,
stimulus,41.0406823445799,1.3075619402065013,38.47767157009083,43.60369311906897,health,perch_Republican,health,
lockdown,-14.08878688105112,0.8696818655987258,-15.793598540866794,-12.383975221235447,health,perch_Democrat,health,
stimulus,25.699348878440773,1.2095003588816244,23.32840106874592,28.070296688135628,health,perch_Democrat,health,
lockdown,-63.846155080268026,2.66800331246894,-69.07589219935042,-58.61641796118563,health: medical services,diff_All,health,medical services
stimulus,53.87502230075247,3.0236028058995146,47.948250113673915,59.801794487831025,health: medical services,diff_All,health,medical services
lockdown,-47.60837391049935,3.391256721093565,-54.25639787141021,-40.9603499495885,health: medical services,diff_Republican,health,medical services
stimulus,44.717962042065516,3.985117528416607,36.905767627183145,52.530156456947886,health: medical services,diff_Republican,health,medical services
lockdown,-78.80930373184648,4.032075866633805,-86.71383066732885,-70.90477679636412,health: medical services,diff_Democrat,health,medical services
stimulus,61.72475773789661,4.446510777301356,53.00776793645365,70.44174753933957,health: medical services,diff_Democrat,health,medical services
lockdown,-56.91890602459804,3.039238870268879,-62.876327538777,-50.961484510419076,health: medical services,perch_All,health,medical services
stimulus,54.78803290002682,4.3041156471750055,46.35123926500523,63.22482653504841,health: medical services,perch_All,health,medical services
lockdown,-43.65640561364545,4.413026719154172,-52.30744851069167,-35.00536271659922,health: medical services,perch_Republican,health,medical services
stimulus,57.20952578178105,6.476292707040618,44.513775316627644,69.90527624693446,health: medical services,perch_Republican,health,medical services
lockdown,-69.14032735463618,4.184362071536823,-77.3433978811555,-60.937256828116865,health: medical services,perch_Democrat,health,medical services
stimulus,52.71224897508577,5.752224807845285,41.43552268408902,63.98897526608252,health: medical services,perch_Democrat,health,medical services
lockdown,-10.22997111251491,0.649516599904191,-11.503089938859128,-8.956852286170692,health: drug store,diff_All,health,drug store
stimulus,9.249865837975063,0.7730716658073915,7.734566472265465,10.765165203684662,health: drug store,diff_All,health,drug store
lockdown,-3.5494502682594162,0.6697856217670493,-4.862363785412751,-2.2365367511060814,health: drug store,diff_Republican,health,drug store
stimulus,10.321606917097384,0.9037177743547882,8.550139684773317,12.09307414942145,health: drug store,diff_Republican,health,drug store
lockdown,-16.050598488064093,1.059160545534939,-18.126868362745395,-13.97432861338279,health: drug store,diff_Democrat,health,drug store
stimulus,8.3762786826419,1.1939940356297836,6.035695041022957,10.716862324260841,health: drug store,diff_Democrat,health,drug store
lockdown,-6.6197011204696965,0.8116677240453757,-8.210652699491016,-5.028749541448377,health: drug store,perch_All,health,drug store
stimulus,7.631582332683785,1.1130450452205598,5.449900445187036,9.813264220180535,health: drug store,perch_All,health,drug store
lockdown,-3.121842924022814,1.2554509332875947,-5.582777358666932,-0.6609084893786958,health: drug store,perch_Republican,health,drug store
stimulus,11.662324979644554,1.7661220362076513,8.200373246249685,15.124276713039423,health: drug store,perch_Republican,health,drug store
lockdown,-9.667327143751226,1.0521136558985948,-11.7297830175959,-7.604871269906553,health: drug store,perch_Democrat,health,drug store
stimulus,4.346082624375379,1.4159029815417505,1.5704914088228765,7.121673839927881,health: drug store,perch_Democrat,health,drug store
lockdown,37.3398622338903,0.9549849909243063,35.468001799604366,39.211722668176236,health: liquor & cigar,diff_All,health,liquor & cigar
stimulus,23.656197141675012,0.8370010615935751,22.015596309680866,25.296797973669157,health: liquor & cigar,diff_All,health,liquor & cigar
lockdown,24.66892046182133,0.814062429695591,23.07321222021741,26.26462870342525,health: liquor & cigar,diff_Republican,health,liquor & cigar
stimulus,21.62669950858189,0.9247678627311691,19.81398877989444,23.43941023726934,health: liquor & cigar,diff_Republican,health,liquor & cigar
lockdown,50.638499923067556,1.74048326403905,47.22664265260157,54.05035719353354,health: liquor & cigar,diff_Democrat,health,liquor & cigar
stimulus,25.626147022130922,1.3836721096728786,22.913744182719014,28.33854986154283,health: liquor & cigar,diff_Democrat,health,liquor & cigar
lockdown,20.10730758608479,0.7365228310440923,18.663653539705148,21.550961632464432,health: liquor & cigar,perch_All,health,liquor & cigar
stimulus,25.011469165863716,0.9840074856527243,23.08272191125842,26.94021642046901,health: liquor & cigar,perch_All,health,liquor & cigar
lockdown,20.292986270282867,1.0335738663173393,18.266996276609117,22.318976263956618,health: liquor & cigar,perch_Republican,health,liquor & cigar
stimulus,28.443538800783003,1.441753503698472,25.61744357234546,31.269634029220544,health: liquor & cigar,perch_Republican,health,liquor & cigar
lockdown,19.912430710144953,1.049831070145791,17.854454144989287,21.97040727530062,health: liquor & cigar,perch_Democrat,health,liquor & cigar
stimulus,21.68010033015747,1.340355012203285,19.052611696466876,24.307588963848062,health: liquor & cigar,perch_Democrat,health,liquor & cigar
lockdown,-20.169040070143208,1.7044464800050325,-23.50988170315208,-16.828198437134336,gen. merch.,diff_All,gen. merch.,
stimulus,185.57241022928778,3.205853059219255,179.28870024179852,191.85612021677704,gen. merch.,diff_All,gen. merch.,
lockdown,-11.864039931277302,1.4891037311101,-14.78288639961847,-8.945193462936135,gen. merch.,diff_Republican,gen. merch.,
stimulus,128.29239655685367,2.6907664305426553,123.01812725724925,133.5666658564581,gen. merch.,diff_Republican,gen. merch.,
lockdown,-34.11977153787162,3.815291514500899,-41.59877217993738,-26.640770895805865,gen. merch.,diff_Democrat,gen. merch.,
stimulus,275.3030035099646,6.911455579054982,261.7546860309729,288.8513209889563,gen. merch.,diff_Democrat,gen. merch.,
lockdown,-4.6304899256066125,0.6299240388484995,-5.865187805126977,-3.395792046086248,gen. merch.,perch_All,gen. merch.,
stimulus,48.79950150673626,0.9522503683215763,46.93302009305916,50.66598292041336,gen. merch.,perch_All,gen. merch.,
lockdown,-2.8123310410301783,0.8173526926343293,-4.41445382834355,-1.2102082537168064,gen. merch.,perch_Republican,gen. merch.,
stimulus,47.7862311045565,1.256069278789426,45.324163955175834,50.248298253937165,gen. merch.,perch_Republican,gen. merch.,
lockdown,-7.684631519859972,0.9814535610754864,-9.60854527207073,-5.760717767649215,gen. merch.,perch_Democrat,gen. merch.,
stimulus,50.38681527487394,1.4495181336407654,47.54536868790104,53.22826186184684,gen. merch.,perch_Democrat,gen. merch.,
lockdown,33.19516221353944,2.3850157216052215,28.51997213966469,37.870352287414185,gen. merch.: wholesale club,diff_All,gen. merch.,wholesale club
stimulus,45.15830742367207,3.369461398914205,38.553372980763896,51.763241866580245,gen. merch.: wholesale club,diff_All,gen. merch.,wholesale club
lockdown,25.015861188057624,3.816606955143484,17.533247056459793,32.498475319655455,gen. merch.: wholesale club,diff_Republican,gen. merch.,wholesale club
stimulus,35.538437359639794,5.080168571987934,25.578558966495955,45.49831575278363,gen. merch.: wholesale club,diff_Republican,gen. merch.,wholesale club
lockdown,38.21278633040679,3.048553688146948,32.2361775696192,44.189395091194385,gen. merch.: wholesale club,diff_Democrat,gen. merch.,wholesale club
stimulus,50.43487785947749,4.404533206305639,41.799907168183154,59.06984855077182,gen. merch.: wholesale club,diff_Democrat,gen. merch.,wholesale club
lockdown,49.47852645101087,7.1678319654516685,35.42789502224721,63.52915787977453,gen. merch.: wholesale club,perch_All,gen. merch.,wholesale club
stimulus,83.21066064032495,10.860930047933415,61.92069097967584,104.50063030097405,gen. merch.: wholesale club,perch_All,gen. merch.,wholesale club
lockdown,45.96601303211009,12.171871610661078,22.10256060110046,69.82946546311972,gen. merch.: wholesale club,perch_Republican,gen. merch.,wholesale club
stimulus,60.48164626539402,18.04095668132099,25.11161235889717,95.85168017189088,gen. merch.: wholesale club,perch_Republican,gen. merch.,wholesale club
lockdown,51.63329150814586,8.831852838369501,34.31867794138569,68.94790507490603,gen. merch.: wholesale club,perch_Democrat,gen. merch.,wholesale club
stimulus,95.67769444509203,13.59083930134668,69.03321396547861,122.32217492470545,gen. merch.: wholesale club,perch_Democrat,gen. merch.,wholesale club
lockdown,-2.906870181070286,1.5424991421035361,-5.930292418061035,0.11655205592046336,gen. merch.: discount store,diff_All,gen. merch.,discount store
stimulus,132.63494610227008,2.611055041080753,127.51706845959943,137.7528237449407,gen. merch.: discount store,diff_All,gen. merch.,discount store
lockdown,-0.6995270850665518,1.260951101815272,-3.171174405918964,1.7721202357858603,gen. merch.: discount store,diff_Republican,gen. merch.,discount store
stimulus,91.39627325712057,2.1253989260222674,87.23018263419083,95.56236388005031,gen. merch.: discount store,diff_Republican,gen. merch.,discount store
lockdown,-6.739474509327615,3.60799883530399,-13.812194799814758,0.3332457811595271,gen. merch.: discount store,diff_Democrat,gen. merch.,discount store
stimulus,199.41390621758342,5.775954617118138,188.09136613866391,210.73644629650292,gen. merch.: discount store,diff_Democrat,gen. merch.,discount store
lockdown,0.3965254287161174,0.7967764785588443,-1.1652204792270169,1.9582713366592515,gen. merch.: discount store,perch_All,gen. merch.,discount store
stimulus,59.9983258039985,1.2660611243392694,57.516744289796314,62.47990731820068,gen. merch.: discount store,perch_All,gen. merch.,discount store
lockdown,1.412938449644329,1.0100486175350483,-0.5669035568119352,3.392780456100593,gen. merch.: discount store,perch_Republican,gen. merch.,discount store
stimulus,54.781191209995875,1.5988656526947116,51.647182285148,57.91520013484375,gen. merch.: discount store,perch_Republican,gen. merch.,discount store
lockdown,-1.3682699718535611,1.295110944589305,-3.907061660642169,1.1705217169350466,gen. merch.: discount store,perch_Democrat,gen. merch.,discount store
stimulus,68.44658077760913,2.0664768987628634,64.39568892346261,72.49747263175564,gen. merch.: discount store,perch_Democrat,gen. merch.,discount store
lockdown,-28.505320764298524,1.2750655564190854,-31.004611683880178,-26.00602984471687,gen. merch.: department store,diff_All,gen. merch.,department store
stimulus,70.26482287327046,1.7833346134651886,66.76925985412146,73.76038589241946,gen. merch.: department store,diff_All,gen. merch.,department store
lockdown,-20.226044765298845,1.3340381439586682,-22.84108389508413,-17.61100563551356,gen. merch.: department store,diff_Republican,gen. merch.,department store
stimulus,48.88777682759242,1.6397220982461558,45.67352282120909,52.102030833975746,gen. merch.: department store,diff_Republican,gen. merch.,department store
lockdown,-36.43603542741936,2.1342813647908088,-40.61999138688118,-32.25207946795754,gen. merch.: department store,diff_Democrat,gen. merch.,department store
stimulus,88.98983323090647,2.968284394950627,83.17093259835165,94.80873386346128,gen. merch.: department store,diff_Democrat,gen. merch.,department store
lockdown,-34.76473522917483,2.049079438424814,-38.781191958144284,-30.74827850020538,gen. merch.: department store,perch_All,gen. merch.,department store
stimulus,104.15683779329792,3.1581324921671867,97.96649579811744,110.34717978847841,gen. merch.: department store,perch_All,gen. merch.,department store
lockdown,-35.226044511071635,3.0686901089883625,-41.241423268066356,-29.210665754076913,gen. merch.: department store,perch_Republican,gen. merch.,department store
stimulus,103.60936084981194,4.72287654896484,94.3513744596784,112.86734723994547,gen. merch.: department store,perch_Republican,gen. merch.,department store
lockdown,-34.322847280685885,2.7305777153050608,-39.67575767628596,-28.969936885085808,gen. merch.: department store,perch_Democrat,gen. merch.,department store
stimulus,104.63639476367804,4.241101069008897,96.3223175360493,112.95047199130678,gen. merch.: department store,perch_Democrat,gen. merch.,department store
lockdown,-351.1409826167112,5.309742936538875,-361.54846545562845,-340.73349977779395,food,diff_All,food,
stimulus,394.5844018768318,6.699110350106804,381.45365772630674,407.71514602735687,food,diff_All,food,
lockdown,-220.29758836922034,5.025650936516038,-230.14854160743624,-210.44663513100443,food,diff_Republican,food,
stimulus,309.5096120057833,6.683538319285753,296.40897603229683,322.6102479792698,food,diff_Republican,food,
lockdown,-568.3752123355592,10.962421771637766,-589.8644540663254,-546.8859706047931,food,diff_Democrat,food,
stimulus,525.4558779786314,13.440318159606718,499.1093049415091,551.8024510157537,food,diff_Democrat,food,
lockdown,-19.61414531054307,0.2892823718543604,-20.18115982643563,-19.04713079465051,food,perch_All,food,
stimulus,23.97640319959417,0.393515125015507,23.205084896730547,24.747721502457793,food,perch_All,food,
lockdown,-17.115232952265227,0.3931890731668756,-17.885936533248397,-16.344529371282057,food,perch_Republican,food,
stimulus,27.478830114611615,0.556660201014664,26.38770108893106,28.56995914029217,food,perch_Republican,food,
lockdown,-23.762992903555975,0.40347521704459727,-24.55391088245338,-22.97207492465857,food,perch_Democrat,food,
stimulus,18.588581719202477,0.5086980866219618,17.59139912769885,19.585764310706104,food,perch_Democrat,food,
lockdown,-7.218120075225796,4.016529857663506,-15.090811582897455,0.6545714324458629,food: grocery,diff_All,food,grocery
stimulus,154.3744231003486,5.080036837894819,144.41718033367368,164.3316658670235,food: grocery,diff_All,food,grocery
lockdown,-14.84017824370953,4.095867227828276,-22.86863054188022,-6.811725945538843,food: grocery,diff_Republican,food,grocery
stimulus,147.7281827020578,5.529421922377122,136.8897698163447,158.5665955877709,food: grocery,diff_Republican,food,grocery
lockdown,4.927888119031583,8.116791411272132,-10.983171235948014,20.838947474011178,food: grocery,diff_Democrat,food,grocery
stimulus,164.13970678125827,9.55887994757537,145.40177223217285,182.8776413303437,food: grocery,diff_Democrat,food,grocery
lockdown,-4.470490292067657,0.4852314764484835,-5.4215793812231325,-3.519401202912181,food: grocery,perch_All,food,grocery
stimulus,21.54354711567652,0.7029924212215591,20.165630690145953,22.92146354120709,food: grocery,perch_All,food,grocery
lockdown,-5.086153767948719,0.660596887384176,-6.3810127816028235,-3.7912947542946154,food: grocery,perch_Republican,food,grocery
stimulus,27.40925592554601,0.973911762116719,25.50025749130544,29.31825435978658,food: grocery,perch_Republican,food,grocery
lockdown,-3.48940966296968,0.689503221738006,-4.841018461402957,-2.1378008645364024,food: grocery,perch_Democrat,food,grocery
stimulus,12.925094112878003,0.9742764883301632,11.01525434387096,14.834933881885046,food: grocery,perch_Democrat,food,grocery
lockdown,-361.9705789056065,3.9509773188817836,-369.714782260418,-354.22637555079496,food: restaurant,diff_All,food,restaurant
stimulus,266.69407971042546,3.6302869814300376,259.5784527777768,273.8097066430741,food: restaurant,diff_All,food,restaurant
lockdown,-220.19282325251496,3.187310978899125,-226.44038250334916,-213.94526400168075,food: restaurant,diff_Republican,food,restaurant
stimulus,189.51525512331924,3.1154548410532956,183.408543590734,195.62196665590446,food: restaurant,diff_Republican,food,restaurant
lockdown,-590.3102738114087,8.291652540060076,-606.564102841521,-574.0564447812964,food: restaurant,diff_Democrat,food,restaurant
stimulus,383.10641239192574,7.630164424053874,368.1492747862394,398.0635499976121,food: restaurant,diff_Democrat,food,restaurant
lockdown,-41.3336193615686,0.24842575339139691,-41.82055193484385,-40.846686788293354,food: restaurant,perch_All,food,restaurant
stimulus,32.45517941076005,0.30902092389586855,31.84947588922765,33.06088293229246,food: restaurant,perch_All,food,restaurant
lockdown,-37.75238040141379,0.3340898738356641,-38.40724159811225,-37.097519204715326,food: restaurant,perch_Republican,food,restaurant
stimulus,35.441134989560695,0.4373010967158394,34.58396588046717,36.29830409865422,food: restaurant,perch_Republican,food,restaurant
lockdown,-47.101371910474704,0.35344794932264906,-47.79422324639097,-46.40852057455844,food: restaurant,perch_Democrat,food,restaurant
stimulus,27.951326753361386,0.40107085837429984,27.165121937194662,28.73753156952811,food: restaurant,perch_Democrat,food,restaurant
